company,title,location,employment_type,department,posted_at,age_days,source,apply_url,description
Walmart,"DISTINGUISHED, SOFTWARE ENGINEER",IN KA BANGALORE Home Office Building 11,,,2026-09-17T07:56:38.804854+00:00,0,workday,https://walmart.wd504.myworkdayjobs.com/en-US/walmartexternal/job/IN-KA-BANGALORE-Home-Office-Building-11/DISTINGUISHED--SOFTWARE-ENGINEER_R-2435381-1,
Omnissa,"Senior Software Engineer (C#, Distributed systems)- Bengaluru","Bengaluru, India",,,2026-09-16T07:56:38.804854+00:00,1,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/R-100949-Senior-Software-Engineer--C---Distributed-systems---Bengaluru_R-102202-1,
PayPal,Sr  Software Engineer,"Chennai, Tamil Nadu, India",,,2026-09-16T07:56:38.804854+00:00,1,workday,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/Chennai-Tamil-Nadu-India/Sr--Software-Engineer_R0137885,
GitLab,"Senior Platform Engineer, GitLab Orbit","Remote, Canada; Remote, United States",,,2026-09-14T18:18:38+00:00,2,greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8771527002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt; &lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt; &lt;p&gt"
Visa,"Senior Software Engineer, Financial Accounting",BR - Remote - Brazil,,,2026-09-15T07:56:38.804854+00:00,2,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/BR---Remote---Brazil/Senior-Software-Engineer--Financial-Accounting_REF088191W,
Visa,"Software Engineer, CDX Platform",BR - Remote - Brazil,,,2026-09-15T07:56:38.804854+00:00,2,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/BR---Remote---Brazil/Software-Engineer--CDX-Platform_REF088095W,
Salesforce,"Software Engineering SMTS, Identity and Access Management",India - Hyderabad,,,2026-09-15T07:56:38.804854+00:00,2,workday,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/India---Hyderabad/Software-Engineering-SMTS--Identity-and-Access-Management_JR358231-1,
GitLab,"Senior Backend Engineer, Database Excellence (Ruby)","Remote, United Kingdom",,,2026-09-09T14:02:26+00:00,7,greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8778943002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt; &lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt; &lt;p&gt"
GitLab,"Senior Backend Engineer, Trusted Agentic Development","Remote, Poland",,,2026-09-08T19:16:51+00:00,8,greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8760233002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt; &lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt; &lt;p&gt"
GitLab,"Senior Software Engineer, NLP","Bangalore, India",,,2026-09-09T05:43:17+00:00,8,greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8785285002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt; &lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt; &lt;p&gt"
