company,title,location,employment_type,department,posted_at,age_days,source,apply_url,description
Omnissa,Software Engineer,"Bengaluru, India",,,2026-09-22T07:54:52.623284+00:00,0,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/Software-Engineer_R-102266,
Omnissa,Software Engineering,"Bengaluru, India",,,2026-09-22T07:54:52.623284+00:00,0,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/Software-Engineering_R-102257-1,
Omnissa,Software Engineer (Backend Engineer) - Bengaluru,India-Bangalore-Office-Kalyani Vista,,,2026-09-22T07:54:52.623284+00:00,0,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/India-Bangalore-Office-Kalyani-Vista/Software-Engineer--Backend-Engineer-_R-101340,
Visa,"Sr. SW Engineer (3 - 6 years of experience as a Full-stack Developer - .Net , React / Angular, GenAI)","IN - Bengaluru, India",,,2026-09-21T07:54:52.623284+00:00,1,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Sr-SW-Engineer--3---6-years-of-experience-as-a-Full-stack-Developer---Net---React---Angular--GenAI-_REF088228W,
NVIDIA,Senior Software Engineer - NVEX,"India, Bengaluru",,,2026-09-20T07:54:52.623284+00:00,2,workday,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Software-Engineer---NVEX_JR2025965,
GitLab,"Senior Backend Engineer, Platform Enablement","Remote, United States",,,2026-09-18T17:32:42+00:00,3,greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8750842002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt; &lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt; &lt;p&gt"
Pinterest,"Software Engineer II, Data Analytics & Engineering","San Francisco, CA, US; Remote, US",,,2026-09-19T00:32:32+00:00,3,greenhouse,https://www.pinterestcareers.com/jobs/?gh_jid=8213988,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;About Pinterest:&lt;/strong&gt;&lt;/p&gt; &lt;p&gt;Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we’re on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product.&lt;/p&gt; &lt;p&gt;Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other’s unique experiences and embrace the&amp;nbsp;&lt;a href=&quot;https://www.pinterestcareers.com/our-life/pinflex/&quot;&gt;flexibility&lt;/a&gt; to do your best work. Creating a career you love? It’s Possible.&lt;/p&gt; &lt;p&gt;At Pinterest, AI isn&#39;t just a feature, it&#39;s a powerful partner that augments our creativity and amplifies our impact, and we’re looking for candidates who are excited to be a part of that. To get a complete picture of your experience and abilities, we’ll explore your foundational skills and how you collaborate with AI.&lt;/p&gt; &lt;p&gt;Through our interview process, what matters most is th"
Omnissa,C# Backend Software Developer - Bengaluru,"Bengaluru, India",,,2026-09-18T07:54:52.623284+00:00,4,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/C--Backend-Software-Developer---Bengaluru_R-102201-1,
Visa,"Software Engineer, Credit Cycle",BR - Remote - Brazil,,,2026-09-18T07:54:52.623284+00:00,4,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/BR---Remote---Brazil/Software-Engineer--Credit-Cycle_REF088371W-1,
Visa,"Senior Software Engineer, Antifraud",BR - Remote - Brazil,,,2026-09-18T07:54:52.623284+00:00,4,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/BR---Remote---Brazil/Senior-Software-Engineer--Antifraud_REF088222W,
