company,title,location,employment_type,department,posted_at,age_days,source,apply_url,description
GitLab,"Backend Engineer, Create: Repository Management","Remote, United Kingdom",,,2026-09-24T21:59:06+00:00,1,greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8843512002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt; &lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt; &lt;p&gt"
Omnissa,Senior Software Engineer - (macOS-Swift/Objective C)-Bengaluru,"Bengaluru, India",,,2026-09-25T07:57:35.206339+00:00,1,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/Senior-Software-Engineer----macOS-Swift-Objective-C-_R-101855-1,
Omnissa,Software Engineering,"Bengaluru, India",,,2026-09-25T07:57:35.206339+00:00,1,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/Software-Engineering_R-102257-1,
Salesforce,"Software Engineering, LMTS (Backend + Infra)",India - Bangalore,,,2026-09-25T07:57:35.206339+00:00,1,workday,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/India---Bangalore/AI-Engineer-Backend---LMTS-SMTS-MTS_JR340189-1,
Visa,"Sr Software Engineer (3-5 yrs of experience - Java Full Stack - Java, JavaScript, Spring Boot, SQL,Angular, Node JS or React)","IN - Bengaluru, India",,,2026-09-24T07:57:35.206339+00:00,2,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Sr-Software-Engineer_REF078405W,
Visa,Senior Software Engineer,"IN - Bengaluru, India",,,2026-09-24T07:57:35.206339+00:00,2,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Senior-Software-Engineer_REF088166W,
Visa,"Sr. Software Engineer (3 - 6 years of experience in Oracle EBS, R12 development)","IN - Bengaluru, India",,,2026-09-24T07:57:35.206339+00:00,2,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Sr-Software-Engineer--3---6-years-of-experience-in-Oracle-EBS--R12-development-_REF083128W,
Visa,"Software Engineer (1 - 2 years of experience in Python, GenAI, ML, Deep Learning)","IN - Bengaluru, India",,,2026-09-24T07:57:35.206339+00:00,2,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Software-Engineer--1---2-years-of-experience-in-Python--GenAI--ML--Deep-Learning-_REF088653W,
Salesforce,Sr. Data Engineer (Python & SQL exp. mandatory),India - Hyderabad,,,2026-09-24T07:57:35.206339+00:00,2,workday,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/India---Hyderabad/Sr-Data-Engineer--Python---SQL-exp-mandatory-_JR358536,
Visa,Software Engineer,"IN - Bengaluru, India",,,2026-09-23T07:57:35.206339+00:00,3,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Software-Engineer_REF088484W,
