company,title,location,employment_type,department,posted_at,age_days,source,apply_url,description
Omnissa,C# Backend Software Developer - Bengaluru,"Bengaluru, India",,,2026-09-18T07:34:45.448755+00:00,0,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/C--Backend-Software-Developer---Bengaluru_R-102201-1,
Visa,Software Engineer,"IN - Bengaluru, India",,,2026-09-18T07:34:45.448755+00:00,0,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Software-Engineer_REF081660W,
Omnissa,Senior Software Engineer - (macOS-Swift/Objective C)-Bengaluru,"Bengaluru, India",,,2026-09-17T07:34:45.448755+00:00,1,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/Senior-Software-Engineer----macOS-Swift-Objective-C-_R-101855-1,
Omnissa,"Senior Software Engineer (C#, Distributed systems)- Bengaluru","Bengaluru, India",,,2026-09-17T07:34:45.448755+00:00,1,workday,https://omnissa.wd501.myworkdayjobs.com/en-US/omnissa_external_career_site/job/Bengaluru-India/Member-of-Technical-Staff--C---Distributed-systems-_R-100949,
Visa,"Software Engineer (1-2 years' experience, Python / Go, ML Engineering)","IN - Bengaluru, India",,,2026-09-17T07:34:45.448755+00:00,1,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Software-Engineer--1-2-years--experience--Python---Go--ML-Engineering-_REF088406W,
Visa,"Data Engineer (1 - 2 years of experience in Java / Python / Go, Kafka, Flink, Hadoop)","IN - Bengaluru, India",,,2026-09-17T07:34:45.448755+00:00,1,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Data-Engineer--1---2-years-of-experience-in-Java---Python---Go--Kafka--Flink--Hadoop-_REF088312W,
Visa,"Sr. Systems Engineer - Linux, Python, Kbs, Containers, On-Prem, Platform Engineering","IN - Bengaluru, India",,,2026-09-17T07:34:45.448755+00:00,1,workday,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/IN---Bengaluru-India/Sr-Systems-Engineer_REF088348W,
Walmart,"DISTINGUISHED, SOFTWARE ENGINEER",IN KA BANGALORE Home Office Building 11,,,2026-09-17T07:34:45.448755+00:00,1,workday,https://walmart.wd504.myworkdayjobs.com/en-US/walmartexternal/job/IN-KA-BANGALORE-Home-Office-Building-11/DISTINGUISHED--SOFTWARE-ENGINEER_R-2435381-1,
PayPal,Sr  Software Engineer,"Chennai, Tamil Nadu, India",,,2026-09-16T07:34:45.448755+00:00,2,workday,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/Chennai-Tamil-Nadu-India/Sr--Software-Engineer_R0137885,
GitLab,"Senior Platform Engineer, GitLab Orbit","Remote, Canada; Remote, United States",,,2026-09-14T18:18:38+00:00,3,greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8771527002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt; &lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt; &lt;p&gt"
